VendorID,lpep_pickup_datetime,Lpep_dropoff_datetime,Store_and_fwd_flag,RateCodeID,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,improvement_surcharge,Total_amount,Payment_type,Trip_type 
1,2015-03-01 00:02:05,2015-03-01 00:08:01,N,1,-73.961479187011719,40.801872253417969,-73.980720520019531,40.775054931640625,1,2.10,8,0.5,0.5,0,0,,0.3,9.3,1,1,,
1,2015-03-01 00:02:11,2015-03-01 00:27:09,N,1,-73.979759216308594,40.677467346191406,-74.017097473144531,40.710929870605469,1,4.70,20,0.5,0.5,4,0,,0.3,25.3,1,1,,
2,2015-03-01 00:02:07,2015-03-01 00:10:31,N,1,-73.941375732421875,40.833633422851563,-73.926689147949219,40.863410949707031,1,3.09,11,0.5,0.5,0,0,,0.3,12.3,2,1,,
1,2015-03-01 00:02:13,2015-03-01 00:09:09,N,1,-73.939674377441406,40.821151733398438,-73.931854248046875,40.846458435058594,1,2.20,8.5,0.5,0.5,0,0,,0.3,9.8,4,1,,
2,2015-03-01 00:02:18,2015-03-01 00:07:52,N,1,-73.957344055175781,40.712959289550781,-73.954795837402344,40.719650268554688,6,.75,5.5,0.5,0.5,1,0,,0.3,7.8,1,1,,
2,2015-03-01 00:02:20,2015-03-01 00:08:54,N,1,-73.844253540039062,40.720935821533203,-73.863471984863281,40.737400054931641,1,1.97,8,0.5,0.5,2.32,0,,0.3,11.62,1,1,,
2,2015-03-01 00:02:16,2015-03-01 00:05:39,N,1,-73.949958801269531,40.722354888916016,-73.946456909179688,40.715774536132813,1,.56,4.5,0.5,0.5,0,0,,0.3,5.8,1,1,,
1,2015-03-01 00:02:33,2015-03-01 00:19:04,N,1,-73.869071960449219,40.749305725097656,-73.919036865234375,40.769260406494141,1,4.30,16.5,0.5,0.5,0,0,,0.3,17.8,2,1,,
2,2015-03-01 00:02:26,2015-03-01 00:12:27,N,1,-73.844352722167969,40.721359252929688,-73.832145690917969,40.706222534179688,1,1.93,9.5,0.5,0.5,0,0,,0.3,10.8,2,1,,
2,2015-03-01 00:02:23,2015-03-01 00:23:02,N,1,-73.993553161621094,40.661418914794922,-73.994903564453125,40.718280792236328,1,4.97,19,0.5,0.5,6.09,0,,0.3,26.39,1,1,,
2,2015-03-01 00:02:42,2015-03-01 00:11:09,N,1,-73.938705444335938,40.805141448974609,-73.949859619140625,40.780990600585937,1,2.07,9,0.5,0.5,0,0,,0.3,10.3,2,1,,
2,2015-03-01 00:02:28,2015-03-01 00:05:00,N,1,-73.984565734863281,40.663440704345703,-73.992362976074219,40.662483215332031,1,.56,4,0.5,0.5,3,0,,0.3,8.3,1,1,,
2,2015-03-01 00:02:44,2015-03-01 00:13:03,N,1,-73.93841552734375,40.846839904785156,-73.925277709960938,40.864982604980469,2,1.67,8.5,0.5,0.5,0,0,,0.3,9.8,2,1,,
2,2015-03-01 00:02:36,2015-03-01 00:15:59,N,1,-73.870361328125,40.733840942382813,-73.874580383300781,40.754478454589844,1,2.26,11,0.5,0.5,2.3,0,,0,14.3,1,1,,
2,2015-03-01 00:02:24,2015-03-01 00:16:20,N,1,-73.920738220214844,40.767868041992187,-73.971397399902344,40.759204864501953,2,3.95,14,0.5,0.5,0,0,,0.3,15.3,1,1,,
1,2015-03-01 00:03:12,2015-03-01 00:07:59,N,1,-73.957717895507813,40.814975738525391,-73.962135314941406,40.804737091064453,1,.80,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,,
1,2015-03-01 00:03:24,2015-03-01 00:35:12,N,1,-73.982093811035156,40.67425537109375,-73.851364135742188,40.721328735351562,1,11.00,35.5,0.5,0.5,3.2,0,,0.3,40,1,1,,
1,2015-03-01 00:02:57,2015-03-01 00:28:47,N,1,-73.92144775390625,40.698562622070313,-73.864646911621094,40.676433563232422,1,4.40,19.5,0.5,0.5,0,0,,0.3,20.8,2,1,,
2,2015-03-01 00:03:01,2015-03-01 00:35:21,N,1,-73.943107604980469,40.808555603027344,-74.005386352539063,40.719013214111328,1,10.95,35,0.5,0.5,5,0,,0.3,41.3,1,1,,
2,2015-03-01 00:03:05,2015-03-01 00:11:50,N,1,-73.94140625,40.747440338134766,-73.910369873046875,40.748558044433594,1,2.03,8.5,0.5,0.5,2.45,0,,0.3,12.25,1,1,,
2,2015-03-01 00:03:19,2015-03-01 00:14:48,N,1,-73.943016052246094,40.836753845214844,-73.918251037597656,40.838901519775391,1,2.51,10,0.5,0.5,0,0,,0.3,11.3,2,1,,
2,2015-03-01 00:02:52,2015-03-01 00:13:35,N,1,-73.92852783203125,40.755470275878906,-73.968406677246094,40.755031585693359,1,2.91,11.5,0.5,0.5,0,0,,0.3,12.8,2,1,,
2,2015-03-01 00:02:55,2015-03-01 00:09:14,N,1,-73.97607421875,40.683616638183594,-73.977951049804687,40.693401336669922,2,.85,6,0.5,0.5,0,0,,0.3,7.3,2,1,,
2,2015-03-01 00:03:17,2015-03-01 00:08:39,N,1,-73.922416687011719,40.767345428466797,-73.927520751953125,40.771537780761719,1,.65,5,0.5,0.5,0,0,,0.3,6.3,2,1,,
2,2015-03-01 00:03:08,2015-03-01 00:22:37,N,1,-73.918930053710937,40.70697021484375,-73.955299377441406,40.722145080566406,6,3.68,15.5,0.5,0.5,3,0,,0,19.5,1,1,,
2,2015-03-01 00:02:51,2015-03-01 00:16:01,N,1,-73.962120056152344,40.715831756591797,-74.001548767089844,40.718250274658203,2,5.10,16.5,0.5,0.5,4.45,0,,0.3,22.25,1,1,,
2,2015-03-01 00:03:02,2015-03-01 00:17:26,N,1,-73.915298461914062,40.805850982666016,-73.901809692382813,40.847530364990234,1,4.82,16.5,0.5,0.5,0,0,,0.3,17.8,2,1,,
2,2015-03-01 00:03:25,2015-03-01 00:09:02,N,1,-73.916343688964844,40.760963439941406,-73.921211242675781,40.744991302490234,1,1.27,6,0.5,0.5,0,0,,0.3,7.3,2,1,,
2,2015-03-01 00:02:47,2015-03-01 00:07:27,N,1,-73.882743835449219,40.755817413330078,-73.864990234375,40.757637023925781,1,.91,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,,
2,2015-03-01 00:03:23,2015-03-01 00:10:24,N,1,-73.834556579589844,40.706993103027344,-73.868705749511719,40.720558166503906,1,2.16,8.5,0.5,0.5,0,0,,0.3,9.8,2,1,,
2,2015-03-01 00:03:14,2015-03-01 00:07:48,N,1,-73.957862854003906,40.713848114013672,-73.947975158691406,40.710575103759766,1,.87,5.5,0.5,0.5,1.7,0,,0.3,8.5,1,1,,
1,2015-03-01 00:04:43,2015-03-01 00:24:20,N,1,-73.959320068359375,40.717849731445313,-73.974014282226563,40.6739501953125,1,4.90,18,0.5,0.5,0,0,,0.3,19.3,2,1,,
1,2015-03-01 00:04:22,2015-03-01 00:15:39,Y,1,-73.993362426757813,40.682518005371094,-73.976310729980469,40.669460296630859,1,2.30,10.5,0.5,0.5,1,0,,0.3,12.8,1,1,,
1,2015-03-01 00:04:37,2015-03-01 00:17:49,N,1,-73.892005920410156,40.746685028076172,-73.86517333984375,40.735569000244141,1,2.10,10.5,0.5,0.5,0,0,,0.3,11.8,2,1,,
1,2015-03-01 00:03:41,2015-03-01 00:20:43,N,1,-73.980422973632813,40.666160583496094,-73.958465576171875,40.688346862792969,3,3.00,13.5,0.5,0.5,0,0,,0.3,14.8,2,1,,
2,2015-03-01 00:03:57,2015-03-01 00:15:42,N,1,-73.880851745605469,40.741924285888672,-73.858261108398438,40.749755859375,1,2.05,9,0.5,0.5,0,0,,0.3,10.3,2,1,,
2,2015-03-01 00:04:02,2015-03-01 00:19:43,N,1,-73.9736328125,40.687282562255859,-73.952301025390625,40.745265960693359,3,5.15,17.5,0.5,0.5,0,0,,0.3,18.8,2,1,,
2,2015-03-01 00:02:04,2015-03-01 00:25:47,N,1,-73.951820373535156,40.725559234619141,-73.947586059570313,40.673255920410156,1,4.16,17.5,0.5,0.5,0,0,,0.3,18.8,2,1,,
2,2015-03-01 00:02:07,2015-03-01 00:13:32,N,1,-73.924781799316406,40.822368621826172,-73.89300537109375,40.859832763671875,6,3.32,11.5,0.5,0.5,0,0,,0.3,12.8,2,1,,
2,2015-03-01 00:02:09,2015-03-01 00:18:35,N,1,-73.913299560546875,40.700878143310547,-73.91156005859375,40.699558258056641,1,.69,10.5,0.5,0.5,0,0,,0.3,11.8,2,1,,
1,2015-03-01 00:02:18,2015-03-01 00:17:39,N,1,-73.969001770019531,40.689525604248047,-73.960197448730469,40.645732879638672,1,3.30,13.5,0.5,0.5,0,0,,0.3,14.8,2,1,,
1,2015-03-01 00:02:12,2015-03-01 00:09:53,N,1,-73.946159362792969,40.617626190185547,-73.963180541992188,40.633152008056641,1,2.20,9,0.5,0.5,0,0,,0.3,10.3,2,1,,
2,2015-03-01 00:02:16,2015-03-01 00:04:11,N,1,-73.950607299804687,40.669330596923828,-73.950408935546875,40.662403106689453,1,.49,3.5,0.5,0.5,0,0,,0.3,4.8,2,1,,
2,2015-03-01 00:02:17,2015-03-01 00:18:42,N,1,-73.877662658691406,40.750499725341797,-73.921073913574219,40.739486694335938,1,2.67,12.5,0.5,0.5,0,0,,0.3,13.8,2,1,,
1,2015-03-01 00:02:28,2015-03-01 00:08:03,N,1,-73.978157043457031,40.679996490478516,-73.989532470703125,40.665542602539062,2,1.10,6.5,0.5,0.5,0,0,,0.3,7.8,2,1,,
2,2015-03-01 00:02:36,2015-03-01 00:12:26,N,1,-73.941154479980469,40.796520233154297,-73.932960510253906,40.850242614746094,1,4.32,14,0.5,0.5,0,0,,0.3,15.3,2,1,,
2,2015-03-01 00:02:25,2015-03-01 00:42:22,N,1,-73.957489013671875,40.722251892089844,-73.987564086914063,40.745891571044922,1,5.11,26,0.5,0.5,5.46,0,,0.3,32.76,1,1,,
2,2015-03-01 00:02:40,2015-03-01 00:09:59,N,1,-73.925979614257812,40.810470581054688,-73.937797546386719,40.809665679931641,1,1.22,7,0.5,0.5,0,0,,0.3,8.3,2,1,,
2,2015-03-01 00:02:22,2015-03-01 00:10:15,N,1,-73.953964233398438,40.730228424072266,-73.90350341796875,40.729778289794922,1,3.10,10.5,0.5,0.5,0,0,,0.3,11.8,2,1,,
2,2015-03-01 00:02:43,2015-03-01 00:07:53,N,1,-73.951873779296875,40.725456237792969,-73.949882507324219,40.717239379882813,1,.62,5.5,0.5,0.5,1.36,0,,0.3,8.16,1,1,,
2,2015-03-01 00:02:24,2015-03-01 00:18:28,N,1,-73.942832946777344,40.831943511962891,-73.94464111328125,40.794498443603516,1,3.37,14.5,0.5,0.5,0,0,,0.3,15.8,2,1,,
2,2015-03-01 00:02:31,2015-03-01 00:17:13,N,1,-73.937202453613281,40.804393768310547,-73.938682556152344,40.845298767089844,1,3.85,15,0.5,0.5,0,0,,0.3,16.3,2,1,,
1,2015-03-01 00:03:13,2015-03-01 00:09:27,N,1,-73.93145751953125,40.664447784423828,-73.926849365234375,40.655235290527344,1,.90,6,0.5,0.5,0,0,,0.3,7.3,2,1,,
1,2015-03-01 00:02:52,2015-03-01 00:12:00,N,1,-73.940803527832031,40.788814544677734,-73.946372985839844,40.816410064697266,1,2.50,10,0.5,0.5,0,0,,0,11,2,1,,
1,2015-03-01 00:02:46,2015-03-01 00:18:28,N,1,-73.951065063476562,40.724372863769531,-73.926361083984375,40.762420654296875,1,3.80,14.5,0.5,0.5,0,0,,0.3,15.8,2,1,,
1,2015-03-01 00:03:07,2015-03-01 00:15:09,Y,1,-73.932853698730469,40.703220367431641,-73.961837768554687,40.715347290039063,1,2.30,10.5,0.5,0.5,2.35,0,,0.3,14.15,1,1,,
1,2015-03-01 00:02:56,2015-03-01 00:21:51,N,1,-73.992073059082031,40.684535980224609,-73.906082153320312,40.764087677001953,2,9.10,26.5,0.5,0.5,5.55,0,,0.3,33.35,1,1,,
2,2015-03-01 00:03:12,2015-03-01 00:05:22,N,1,-73.923126220703125,40.843849182128906,-73.921432495117187,40.840034484863281,3,.12,3,0.5,0.5,0,0,,0.3,4.3,2,1,,
2,2015-03-01 00:03:19,2015-03-01 00:10:54,N,1,-73.952491760253906,40.789649963378906,-73.975326538085938,40.761013031005859,5,2.58,9.5,0.5,0.5,1.2,0,,0.3,12,1,1,,
2,2015-03-01 00:02:50,2015-03-01 00:13:45,N,1,-73.8912353515625,40.746875762939453,-73.857040405273437,40.747379302978516,1,2.17,9.5,0.5,0.5,2.16,0,,0.3,12.96,1,1,,
2,2015-03-01 00:03:17,2015-03-01 00:25:05,N,1,-73.857521057128906,40.681938171386719,-73.927375793457031,40.692714691162109,6,4.45,16,0.5,0.5,0,0,,0.3,17.3,2,1,,
2,2015-03-01 00:03:03,2015-03-01 00:30:08,N,1,-73.958450317382813,40.735256195068359,-73.966575622558594,40.691806793212891,1,3.64,19,0.5,0.5,4.06,0,,0.3,24.36,1,1,,
2,2015-03-01 00:02:54,2015-03-01 00:07:39,N,1,-73.968299865722656,40.679492950439453,-73.979820251464844,40.677349090576172,1,.79,5,0.5,0.5,3,0,,0.3,9.3,1,1,,
2,2015-03-01 00:03:02,2015-03-01 00:31:29,N,1,-73.998565673828125,40.688365936279297,-73.868034362792969,40.677249908447266,1,7.47,25,0.5,0.5,0,0,,0.3,26.3,2,1,,
2,2015-03-01 00:03:25,2015-03-01 00:07:09,N,1,-73.917938232421875,40.770439147949219,-73.926551818847656,40.772495269775391,1,.49,4.5,0.5,0.5,1.16,0,,0.3,6.96,1,1,,
2,2015-03-01 00:02:59,2015-03-01 00:19:43,N,1,-73.946182250976563,40.682998657226563,-74.004234313964844,40.681838989257813,5,3.94,15,0.5,0.5,2,0,,0.3,18.3,1,1,,
2,2015-03-01 00:03:24,2015-03-01 00:11:15,N,1,-73.964126586914062,40.672061920166016,-73.948150634765625,40.671535491943359,1,1.28,7.5,0.5,0.5,0.79,0,,0.3,9.59,1,1,,
2,2015-03-01 00:03:21,2015-03-01 00:08:01,N,1,-73.949470520019531,40.714290618896484,-73.939315795898438,40.723495483398438,3,.91,5.5,0.5,0.5,1.36,0,,0.3,8.16,1,1,,
1,2015-03-01 00:04:37,2015-03-01 00:38:19,N,1,-73.954696655273437,40.805023193359375,-74.002571105957031,40.739814758300781,1,6.20,25.5,0.5,0.5,4,0,,0.3,30.8,1,1,,
1,2015-03-01 00:04:07,2015-03-01 00:37:25,N,1,-73.958992004394531,40.714931488037109,-73.986534118652344,40.734264373779297,1,3.60,21,0.5,0.5,4.45,0,,0.3,26.75,1,1,,
1,2015-03-01 00:03:52,2015-03-01 00:27:02,N,1,-73.985328674316406,40.698017120361328,-73.898422241210937,40.815586090087891,1,12.80,36,0.5,0.5,0,5.33,,0.3,42.63,2,1,,
1,2015-03-01 00:03:28,2015-03-01 00:17:29,N,1,-73.942512512207031,40.794757843017578,-73.914085388183594,40.842124938964844,2,5.20,17,0.5,0.5,0,0,,0.3,18.3,2,1,,
2,2015-03-01 00:04:21,2015-03-01 00:06:19,N,1,-73.961494445800781,40.714431762695313,-73.958580017089844,40.719226837158203,1,.45,3.5,0.5,0.5,0.96,0,,0.3,5.76,1,1,,
2,2015-03-01 00:04:14,2015-03-01 00:09:20,N,1,-73.928573608398437,40.8343505859375,-73.9210205078125,40.842384338378906,2,.82,5.5,0.5,0.5,0,0,,0.3,6.8,1,1,,
1,2015-03-01 00:02:04,2015-03-01 00:12:50,N,1,-73.965339660644531,40.713890075683594,-73.957160949707031,40.689258575439453,2,1.80,9,0.5,0.5,2.05,0,,0.3,12.35,1,1,,
2,2015-03-01 00:02:08,2015-03-01 00:09:17,N,1,-73.925483703613281,40.762046813964844,-73.907257080078125,40.756946563720703,1,1.19,7,0.5,0.5,0,0,,0.3,8.3,2,1,,
2,2015-03-01 00:02:05,2015-03-01 00:08:26,N,1,-73.988838195800781,40.690006256103516,-73.995071411132813,40.698883056640625,1,1.00,6,0.5,0.5,0,0,,0.3,7.3,2,1,,
2,2015-03-01 00:02:17,2015-03-01 00:07:26,N,1,-73.937660217285156,40.820991516113281,-73.930404663085938,40.811275482177734,1,1.07,6,0.5,0.5,0,0,,0,7,2,1,,
2,2015-03-01 00:02:18,2015-03-01 00:20:12,N,1,-73.948768615722656,40.749172210693359,-73.924430847167969,40.743671417236328,1,1.73,12.5,0.5,0.5,0,0,,0.3,13.8,2,1,,
2,2015-03-01 00:02:12,2015-03-01 00:12:29,N,1,-73.94915771484375,40.695358276367188,-73.959365844726562,40.716117858886719,2,1.69,8.5,0.5,0.5,0,0,,0.3,9.8,2,1,,
2,2015-03-01 00:02:15,2015-03-01 00:12:53,N,1,-73.944145202636719,40.788173675537109,-73.970878601074219,40.800041198730469,1,2.08,9.5,0.5,0.5,1.1,0,,0.3,11.9,1,1,,
1,2015-03-01 00:02:35,2015-03-01 00:02:39,N,1,-73.930404663085938,40.684867858886719,-73.930404663085938,40.684867858886719,1,.00,2.5,0.5,0.5,0,0,,0,3.5,3,1,,
1,2015-03-01 00:02:24,2015-03-01 00:15:07,N,1,-73.958015441894531,40.718910217285156,-73.992469787597656,40.697441101074219,1,4.30,14.5,0.5,0.5,3.15,0,,0.3,18.95,1,1,,
