VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2015-08-01 00:00:15,2015-08-01 00:36:21,1,7.22,-73.999809265136719,40.743339538574219,1,N,-73.942848205566406,40.806621551513672,2,29.5,0.5,0.5,0,0,0.3,30.8
1,2015-08-01 00:00:16,2015-08-01 00:14:52,1,2.30,-73.977043151855469,40.77490234375,1,N,-73.978256225585937,40.749862670898438,1,12,0.5,0.5,2.93,0,0.3,16.23
1,2015-08-01 00:00:16,2015-08-01 00:06:30,1,1.50,-73.959121704101563,40.775127410888672,1,N,-73.980392456054688,40.782314300537109,1,7,0.5,0.5,1.65,0,0.3,9.95
1,2015-08-01 00:00:16,2015-08-01 00:06:18,1,.90,-73.97662353515625,40.780746459960937,1,N,-73.970558166503906,40.788845062255859,1,6,0.5,0.5,1.45,0,0.3,8.75
2,2015-08-01 00:00:16,2015-08-01 00:16:28,1,2.44,-73.978591918945313,40.785919189453125,1,N,-73.997352600097656,40.756301879882813,1,13,0.5,0.5,2,0,0.3,16.3
2,2015-08-01 00:00:16,2015-08-01 00:13:17,1,3.36,-73.97637939453125,40.785888671875,1,N,-73.942413330078125,40.822090148925781,1,13,0.5,0.5,3.58,0,0.3,17.88
2,2015-08-01 00:00:16,2015-08-01 00:14:00,2,2.34,-73.986213684082031,40.760871887207031,1,N,-73.956924438476563,40.771560668945313,1,11.5,0.5,0.5,1,0,0.3,13.8
2,2015-08-01 00:00:16,2015-08-01 00:25:25,1,10.19,-73.78997802734375,40.644058227539063,1,N,-73.931221008300781,40.675880432128906,2,31.5,0.5,0.5,0,0,0.3,32.8
1,2015-08-01 00:00:17,2015-08-01 00:26:59,2,3.30,-73.993743896484375,40.727382659912109,1,N,-73.998161315917969,40.76409912109375,1,18,0.5,0.5,2,0,0.3,21.3
1,2015-08-01 00:00:17,2015-08-01 00:08:26,1,1.80,-73.994880676269531,40.740058898925781,1,N,-73.976715087890625,40.749336242675781,1,8,0.5,0.5,1.85,0,0.3,11.15
1,2015-08-01 00:00:17,2015-08-01 00:17:56,1,3.70,-74.014656066894531,40.717067718505859,1,N,-73.98687744140625,40.750820159912109,1,14.5,0.5,0.5,3.15,0,0.3,18.95
2,2015-08-01 00:00:17,2015-08-01 00:03:04,1,.44,-73.98681640625,40.739627838134766,1,N,-73.982872009277344,40.744873046875,2,4,0.5,0.5,0,0,0.3,5.3
2,2015-08-01 00:00:17,2015-08-01 00:03:43,1,.62,-74.001930236816406,40.728023529052734,1,N,-74.003143310546875,40.733001708984375,1,4.5,0.5,0.5,1,0,0.3,6.8
1,2015-08-01 00:00:18,2015-08-01 00:09:10,1,1.30,-73.99346923828125,40.727249145507812,1,N,-74.003852844238281,40.729656219482422,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,2015-08-01 00:00:18,2015-08-01 00:28:36,3,2.89,-73.96746826171875,40.756370544433594,1,N,-73.986740112304688,40.721450805664063,1,18,0.5,0.5,2,0,0.3,21.3
